id,name,device_type,device_role,serial,status,site,rack,position,tenant
3315,bb_ipumirim:2,,Core Switch,,Active,Ipumirim,,,TJSC
3316,bb_ita:1,,Core Switch,,Active,Itá,,,TJSC
3317,bb_ita:2,,Core Switch,,Active,Itá,,,TJSC
3257,bb_itaiopolis:1,,Core Switch,,Active,Itaiópolis,,,TJSC
3258,bb_itaiopolis:2,,Core Switch,,Active,Itaiópolis,,,TJSC
3008,bb_itajai:1,,Core Switch,,Active,Itajaí,,,TJSC
3013,bb_itajai:2,,Core Switch,,Active,Itajaí,,,TJSC
3358,bb_itajai_universitario:1,,Core Switch,,Active,Itajaí - Fórum Universitário,,,TJSC
3359,bb_itajai_universitario:2,,Core Switch,,Active,Itajaí - Fórum Universitário,,,TJSC
2999,bb_itapema:1,,Core Switch,,Active,Itapema,,,TJSC
3000,bb_itapema:2,,Core Switch,,Active,Itapema,,,TJSC
3284,bb_itapiranga:1,,Core Switch,,Active,Itapiranga,,,TJSC
3285,bb_itapiranga:2,,Core Switch,,Active,Itapiranga,,,TJSC
3339,bb_itapoa:1,,Core Switch,,Active,Itapoá,,,TJSC
3340,bb_itapoa:2,,Core Switch,,Active,Itapoá,,,TJSC
3142,bb_ituporanga:1,,Core Switch,,Active,Ituporanga,,,TJSC
3143,bb_ituporanga:2,,Core Switch,,Active,Ituporanga,,,TJSC
3084,bb_jaguaruna:1,,Core Switch,,Active,Jaguaruna,,,TJSC
3085,bb_jaguaruna:2,,Core Switch,,Active,Jaguaruna,,,TJSC
3347,bb_jaragua_do_sul:1,,Core Switch,,Active,Jaraguá do Sul,,,TJSC
3348,bb_jaragua_do_sul:2,,Core Switch,,Active,Jaraguá do Sul,,,TJSC
3349,bb_jaragua_do_sul_avancada:1,,Core Switch,,Active,Jaraguá do Sul - Unidade Avançada,,,TJSC
3350,bb_jaragua_do_sul_avancada:2,,Core Switch,,Active,Jaraguá do Sul - Unidade Avançada,,,TJSC
3224,bb_joacaba:1,,Core Switch,,Active,Joaçaba,,,TJSC
3225,bb_joacaba:2,,Core Switch,,Active,Joaçaba,,,TJSC
3227,bb_joacaba_avancada:1,,Core Switch,,Active,Joaçaba - Unidade Avançada,,,TJSC
3228,bb_joacaba_avancada:2,,Core Switch,,Active,Joaçaba - Unidade Avançada,,,TJSC
3333,bb_joinville:1,,Core Switch,,Active,Joinville,,,TJSC
3334,bb_joinville:2,,Core Switch,,Active,Joinville,,,TJSC
3335,bb_joinville_fazendario:1,,Core Switch,,Active,Joinville - Fórum Fazendário,,,TJSC
3336,bb_joinville_fazendario:2,,Core Switch,,Active,Joinville - Fórum Fazendário,,,TJSC
3171,bb_lages:1,,Core Switch,,Active,Lages,,,TJSC
3172,bb_lages:2,,Core Switch,,Active,Lages,,,TJSC
3160,bb_lages_avancada:1,,Core Switch,,Active,Lages - Unidade Avançada,,,TJSC
3161,bb_lages_avancada:2,,Core Switch,,Active,Lages - Unidade Avançada,,,TJSC
3070,bb_laguna:1,,Core Switch,,Active,Laguna,,,TJSC
3071,bb_laguna:2,,Core Switch,,Active,Laguna,,,TJSC
3104,bb_lauro_muller:1,,Core Switch,,Active,Lauro Müller,,,TJSC
3105,bb_lauro_muller:2,,Core Switch,,Active,Lauro Müller,,,TJSC
3191,bb_lebon_regis:1,,Core Switch,,Active,Lebon Régis,,,TJSC
3192,bb_lebon_regis:2,,Core Switch,,Active,Lebon Régis,,,TJSC
3263,bb_mafra:1,,Core Switch,,Active,Mafra,,,TJSC
3264,bb_mafra:2,,Core Switch,,Active,Mafra,,,TJSC
3274,bb_maravilha:1,,Core Switch,,Active,Maravilha,,,TJSC
3275,bb_maravilha:2,,Core Switch,,Active,Maravilha,,,TJSC
3111,bb_meleiro:1,,Core Switch,,Active,Meleiro,,,TJSC
3112,bb_meleiro:2,,Core Switch,,Active,Meleiro,,,TJSC
3241,bb_modelo:1,,Core Switch,,Active,Modelo,,,TJSC
3242,bb_modelo:2,,Core Switch,,Active,Modelo,,,TJSC
3282,bb_mondai:1,,Core Switch,,Active,Mondaí,,,TJSC
3283,bb_mondai:2,,Core Switch,,Active,Mondaí,,,TJSC
3009,bb_navegantes:1,,Core Switch,,Active,Navegantes,,,TJSC
3014,bb_navegantes:2,,Core Switch,,Active,Navegantes,,,TJSC
2876,bb_norte_ilha:1,,Core Switch,,Active,Norte da Ilha,,,TJSC
2877,bb_norte_ilha:2,,Core Switch,,Active,Norte da Ilha,,,TJSC
3106,bb_orleans:1,,Core Switch,,Active,Orleans,,,TJSC
3107,bb_orleans:2,,Core Switch,,Active,Orleans,,,TJSC
3153,bb_otacilio_costa:1,,Core Switch,,Active,Otacílio Costa,,,TJSC
3154,bb_otacilio_costa:2,,Core Switch,,Active,Otacílio Costa,,,TJSC
2962,bb_palhoca:1,,Core Switch,2S2190042830,Active,Palhoça,,,TJSC
2963,bb_palhoca:2,,Core Switch,,Active,Palhoça,,,TJSC
3237,bb_palmitos:1,,Core Switch,,Active,Palmitos,,,TJSC
3238,bb_palmitos:2,,Core Switch,,Active,Palmitos,,,TJSC
3255,bb_papanduva:1,,Core Switch,,Active,Papanduva,,,TJSC
3256,bb_papanduva:2,,Core Switch,,Active,Papanduva,,,TJSC
3054,bb_penha:1,,Core Switch,,Active,Penha,,,TJSC
3055,bb_penha:2,,Core Switch,,Active,Penha,,,TJSC
3243,bb_pinhalzinho:1,,Core Switch,,Active,Pinhalzinho,,,TJSC
3244,bb_pinhalzinho:2,,Core Switch,,Active,Pinhalzinho,,,TJSC
3064,bb_pomerode:1,,Core Switch,,Active,Pomerode,,,TJSC
3065,bb_pomerode:2,,Core Switch,,Active,Pomerode,,,TJSC
3318,bb_ponte_serrada:1,,Core Switch,,Active,Ponte Serrada,,,TJSC
3319,bb_ponte_serrada:2,,Core Switch,,Active,Ponte Serrada,,,TJSC
2997,bb_porto_belo:1,,Core Switch,,Active,Porto Belo,,,TJSC
2998,bb_porto_belo:2,,Core Switch,,Active,Porto Belo,,,TJSC
3261,bb_porto_uniao:1,,Core Switch,,Active,Porto União,,,TJSC
3262,bb_porto_uniao:2,,Core Switch,,Active,Porto União,,,TJSC
3129,bb_presidente_getulio:1,,Core Switch,,Active,Presidente Getúlio,,,TJSC
3130,bb_presidente_getulio:2,,Core Switch,,Active,Presidente Getúlio,,,TJSC
3245,bb_quilombo:1,,Core Switch,,Active,Quilombo,,,TJSC
3246,bb_quilombo:2,,Core Switch,,Active,Quilombo,,,TJSC
3138,bb_rio_do_campo:1,,Core Switch,,Active,Rio do Campo,,,TJSC
3139,bb_rio_do_campo:2,,Core Switch,,Active,Rio do Campo,,,TJSC
3136,bb_rio_do_oeste:1,,Core Switch,,Active,Rio do Oeste,,,TJSC
3137,bb_rio_do_oeste:2,,Core Switch,,Active,Rio do Oeste,,,TJSC
3131,bb_rio_do_sul:1,,Core Switch,,Active,Rio do Sul,,,TJSC
3132,bb_rio_do_sul:2,,Core Switch,,Active,Rio do Sul,,,TJSC
3267,bb_rio_negrinho:1,,Core Switch,,Active,Rio Negrinho,,,TJSC
3268,bb_rio_negrinho:2,,Core Switch,,Active,Rio Negrinho,,,TJSC
3265,bb_rio_negrinho_avancada:1,,Core Switch,,Active,Rio Negrinho - Unidade Avançada,,,TJSC
3266,bb_rio_negrinho_avancada:2,,Core Switch,,Active,Rio Negrinho - Unidade Avançada,,,TJSC
3193,bb_santa_cecilia:1,,Core Switch,,Active,Santa Cecília,,,TJSC
3194,bb_santa_cecilia:2,,Core Switch,,Active,Santa Cecília,,,TJSC
3119,bb_santa_rosa:1,,Core Switch,,Active,Santa Rosa do Sul,,,TJSC
3120,bb_santa_rosa:2,,Core Switch,,Active,Santa Rosa do Sul,,,TJSC
2904,bb_santo_amaro:1,,Core Switch,,Active,Santo Amaro da Imperatriz,,,TJSC
2905,bb_santo_amaro:2,,Core Switch,,Active,Santo Amaro da Imperatriz,,,TJSC
2906,bb_santo_amaro_avancada:1,,Core Switch,,Active,Santo Amaro da Imperatriz - Unidade Avançada,,,TJSC
2907,bb_santo_amaro_avancada:2,,Core Switch,,Active,Santo Amaro da Imperatriz - Unidade Avançada,,,TJSC
3010,bb_sao_batista:1,,Core Switch,,Active,São João Batista,,,TJSC
3015,bb_sao_batista:2,,Core Switch,,Active,São João Batista,,,TJSC
3269,bb_sao_bento:1,,Core Switch,,Active,São Bento do Sul,,,TJSC
3270,bb_sao_bento:2,,Core Switch,,Active,São Bento do Sul,,,TJSC
3239,bb_sao_carlos:1,,Core Switch,,Active,São Carlos,,,TJSC
3240,bb_sao_carlos:2,,Core Switch,,Active,São Carlos,,,TJSC
3320,bb_sao_domingos:1,,Core Switch,,Active,São Domingos,,,TJSC
3321,bb_sao_domingos:2,,Core Switch,,Active,São Domingos,,,TJSC
3341,bb_sao_francisco_do_sul:1,,Core Switch,,Active,São Francisco do Sul,,,TJSC
3342,bb_sao_francisco_do_sul:2,,Core Switch,,Active,São Francisco do Sul,,,TJSC
3166,bb_sao_joaquim:1,,Core Switch,,Active,São Joaquim,,,TJSC
3167,bb_sao_joaquim:2,,Core Switch,,Active,São Joaquim,,,TJSC
2909,bb_sao_jose:1,,Core Switch,,Active,São José,,,TJSC
2910,bb_sao_jose:2,,Core Switch,,Active,São José,,,TJSC
2900,bb_sao_jose_almox:1,,Core Switch,,Active,Almoxarifado,,,TJSC
2901,bb_sao_jose_almox:2,,Core Switch,,Active,Almoxarifado,,,TJSC
3294,bb_sao_jose_cedro:1,,Core Switch,,Active,São José do Cedro,,,TJSC
3295,bb_sao_jose_cedro:2,,Core Switch,,Active,São José do Cedro,,,TJSC
3407,bb_sao_jose_deposito:1,,Core Switch,,Active,Depósito,,,TJSC
3408,bb_sao_jose_deposito:2,,Core Switch,,Active,Depósito,,,TJSC
3322,bb_sao_lourenco_do_oeste:1,,Core Switch,,Active,São Lourenço do Oeste,,,TJSC
3323,bb_sao_lourenco_do_oeste:2,,Core Switch,,Active,São Lourenço do Oeste,,,TJSC
3287,bb_sao_miguel_oeste:1,,Core Switch,,Active,São Miguel do Oeste,,,TJSC
3288,bb_sao_miguel_oeste:2,,Core Switch,,Active,São Miguel do Oeste,,,TJSC
3233,bb_seara:1,,Core Switch,,Active,Seara,,,TJSC
3234,bb_seara:2,,Core Switch,,Active,Seara,,,TJSC
3117,bb_sombrio:1,,Core Switch,,Active,Sombrio,,,TJSC
3118,bb_sombrio:2,,Core Switch,,Active,Sombrio,,,TJSC
3140,bb_taio:1,,Core Switch,,Active,Taió,,,TJSC
3141,bb_taio:2,,Core Switch,,Active,Taió,,,TJSC
3182,bb_tangara:1,,Core Switch,,Active,Tangará,,,TJSC
3183,bb_tangara:2,,Core Switch,,Active,Tangará,,,TJSC
3011,bb_tijucas:1,,Core Switch,,Active,Tijucas,,,TJSC
3016,bb_tijucas:2,,Core Switch,,Active,Tijucas,,,TJSC
3062,bb_timbo:1,,Core Switch,,Active,Timbó,,,TJSC
3063,bb_timbo:2,,Core Switch,,Active,Timbó,,,TJSC
3134,bb_trombudo_central:1,,Core Switch,,Active,Trombudo Central,,,TJSC
3135,bb_trombudo_central:2,,Core Switch,,Active,Trombudo Central,,,TJSC
3082,bb_tubarao:1,,Core Switch,,Active,Tubarão,,,TJSC
3083,bb_tubarao:2,,Core Switch,,Active,Tubarão,,,TJSC
3109,bb_turvo:1,,Core Switch,,Active,Turvo,,,TJSC
3110,bb_turvo:2,,Core Switch,,Active,Turvo,,,TJSC
3247,bb_unochapeco:1,,Core Switch,,Active,Chapecó - Unochapecó,,,TJSC
3248,bb_unochapeco:2,,Core Switch,,Active,Chapecó - Unochapecó,,,TJSC
3168,bb_urubici:1,,Core Switch,,Active,Urubici,,,TJSC
3169,bb_urubici:2,,Core Switch,,Active,Urubici,,,TJSC
3093,bb_urussanga:1,,Core Switch,,Active,Urussanga,,,TJSC
3094,bb_urussanga:2,,Core Switch,,Active,Urussanga,,,TJSC
3180,bb_videira:1,,Core Switch,,Active,Videira,,,TJSC
3181,bb_videira:2,,Core Switch,,Active,Videira,,,TJSC
3324,bb_xanxere:1,,Core Switch,,Active,Xanxerê,,,TJSC
3325,bb_xanxere:2,,Core Switch,,Active,Xanxerê,,,TJSC
3326,bb_xaxim:1,,Core Switch,,Active,Xaxim,,,TJSC
3327,bb_xaxim:2,,Core Switch,,Active,Xaxim,,,TJSC
2948,Cabos Diversos 01,,Cabos,,Active,CPD,Rack Telecom 01,20.0,
2190,CAPITAL_ACESSO.1A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2191,CAPITAL_ACESSO.1A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2210,CAPITAL_ACESSO.2A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2209,CAPITAL_ACESSO.2A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2211,CAPITAL_ACESSO.3A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2212,CAPITAL_ACESSO.3A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2213,CAPITAL_ACESSO.4A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2214,CAPITAL_ACESSO.4A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2215,CAPITAL_ACESSO.5A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2216,CAPITAL_ACESSO.5A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2219,CAPITAL_ACESSO.6A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2220,CAPITAL_ACESSO.6A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2221,CAPITAL_ACESSO.7A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2222,CAPITAL_ACESSO.7A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2223,CAPITAL_ACESSO.8A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2224,CAPITAL_ACESSO.8A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2242,CAPITAL_ACESSO.9A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2243,CAPITAL_ACESSO.9A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2244,CAPITAL_ACESSO.10A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2245,CAPITAL_ACESSO.10A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2208,CAPITAL_ACESSO.11A.1,,Access Switch,,Active,Fórum da Capital,,,
2262,CAPITAL_ACESSO.13A.1:1,,Access Switch,,Active,Fórum da Capital,,,
2263,CAPITAL_ACESSO.13A.1:2,,Access Switch,,Active,Fórum da Capital,,,
2207,CAPITAL_ACESSO.SS3.1,,Access Switch,,Active,Fórum da Capital,,,
2237,CAPITAL_ACESSO.T.1,,Access Switch,,Active,Fórum da Capital,,,
2192,CAPITAL_BACKBONE-9500:1,,Core Switch,,Active,Fórum da Capital,,,
2193,CAPITAL_BACKBONE-9500:2,,Core Switch,,Active,Fórum da Capital,,,
2238,CAPITAL.SS1.1,,Access Switch,,Active,Fórum da Capital,,,
2240,CAPITAL.SS2.1,,Access Switch,,Active,Fórum da Capital,,,
2239,CAPITAL.SS2.2,,Access Switch,,Active,Fórum da Capital,,,
2241,CAPITAL.SS4.1,,Access Switch,,Active,Fórum da Capital,,,
2218,CAPITAL.T.CENTRAL.M.1,,Access Switch,,Active,Fórum da Capital,,,
2261,CAPITAL_VOIP.1,,Access Switch,,Active,Fórum da Capital,,,
2946,Catalyst 2960 STJ (confirmar),,Access Switch,,Active,CPD,Rack Telecom 01,31.0,
2961,Chassis TAP Óptico,,TAP,,Active,CPD,Rack Nexus CPD,32.0,
2981,Chassis TAP Óptico,,TAP,,Active,Sala Cofre,Telecom 01,15.0,
2933,Chave-Óptica-Algar,,Chave Óptica,,Active,CPD,Rack Telecom 01,38.0,
1779,cisco_seara_15,,Access Switch,,Offline,Seara,,,TJSC
1865,cl-fw-adz-tjsc-abelardo-luz-01,,SD-WAN,,Active,Abelardo Luz,,,mhnet
1882,cl-fw-agd-tjsc-anita-garibaldi-01,,SD-WAN,,Active,Anita Garibaldi,,,mhnet
1866,cl-fw-aht-tjsc-anchieta-01,,SD-WAN,,Active,Anchieta,,,mhnet
1883,cl-fw-aqi-tjsc-araquari-01,,SD-WAN,,Active,Araquari,,,Algar
1884,cl-fw-aru-tjsc-ararangua-01,,SD-WAN,,Active,Araranguá,,,Algar
25,cl-fw-asc-tjsc-ascurra-01,,SD-WAN,,Active,Ascurra,,,Unifique
3415,cl-fw-asc-tjsc-ascurra-02,,SD-WAN,,Active,Ascurra,,,Unifique
1885,cl-fw-azm-tjsc-armazem-01,,SD-WAN,,Active,Armazém,,,ALT
1886,cl-fw-bcu-tjsc-balneario-camb-01,,SD-WAN,,Active,Balneário Camboriú,,,Algar
2002,cl-fw-bcu-tjsc-balneario-c-avan-01,,SD-WAN,,Offline,Balneário Camboriú  - Unidade Avançada,,,Algar
1889,cl-fw-bgc-tjsc-biguacu-01,,SD-WAN,,Active,Biguaçu,,,Algar
2972,cl-fw-bgc-tjsc-biguacu-avanc-01,,SD-WAN,FG100ETK19010650,Active,Biguaçu - Unidade Avançada (Jec),,,ALT
1891,cl-fw-bmr-tjsc-bom-retiro-01,,SD-WAN,,Active,Bom Retiro,,,ALT
1890,cl-fw-bnu-tjsc-blumenau-01,,SD-WAN,,Active,Blumenau,,,Algar
2003,cl-fw-bnu-tjsc-blumenau-furb-01,,SD-WAN,,Active,Blumenau - Furb,,,Algar
1892,cl-fw-bon-tjsc-braco-norte-01,,SD-WAN,,Active,Braço do Norte,,,Algar
1893,cl-fw-bqe-tjsc-brusque-01,,SD-WAN,,Active,Brusque,,,Algar
1894,cl-fw-bqe-tjsc-brusque-avancado-01,,SD-WAN,,Active,Brusque - Unidade Avançada,,,Algar
1888,cl-fw-bvh-tjsc-barra-velha-01,,SD-WAN,,Active,Barra Velha,,,Algar
1898,cl-fw-cbk-tjsc-campo-belo-01,,SD-WAN,,Active,Campo Belo do Sul,,,mhnet
1911,cl-fw-cbs-tjsc-curitibanos-01,,SD-WAN,,Active,Curitibanos,,,Algar
1897,cl-fw-cbw-tjsc-camboriu-01,,SD-WAN,,Active,Camboriú,,,Algar
1904,cl-fw-cco-tjsc-chapeco-01,,SD-WAN,,Active,Chapecó,,,Algar
2340,cl-fw-cco-tjsc-unochapeco-01,,SD-WAN,,Active,Chapecó - Unochapecó,,,Algar
1905,cl-fw-cda-tjsc-concordia-01,,SD-WAN,,Active,Concórdia,,,TJSC
1895,cl-fw-cdr-tjsc-cacador-01,,SD-WAN,,Active,Caçador,,,Algar
1896,cl-fw-cdr-tjsc-cacador-avanc-vf-01,,SD-WAN,,Active,Caçador - Unidade Avançada,,,Algar
1899,cl-fw-cew-tjsc-campo-ere-01,,SD-WAN,,Active,Campo Erê,,,mhnet
1906,cl-fw-clf-tjsc-coronel-freitas-01,,SD-WAN,,Active,Coronel Freitas,,,mhnet
1900,cl-fw-cni-tjsc-canoinhas-01,,SD-WAN,,Active,Canoinhas,,,Algar
1910,cl-fw-cnp-tjsc-cunha-pora-01,,SD-WAN,,Active,Cunha Porã,,,mhnet
1860,cl-fw-cnv-tjsc-campos-novos-01,,SD-WAN,,Active,Campos Novos,,,Algar
1901,cl-fw-cnz-tjsc-capinzal-01,,SD-WAN,,Active,Capinzal,,,mhnet
1902,cl-fw-cpva-tjsc-capivari-01,,SD-WAN,,Active,Capivari de Baixo,,,Algar
1903,cl-fw-ctv-tjsc-catanduvas-01,,SD-WAN,,Active,Catanduvas,,,mhnet
1908,cl-fw-cua-tjsc-criciuma-01,,SD-WAN,,Active,Criciúma,,,Algar
1909,cl-fw-cua-tjsc-criciuma-unesc-01,,SD-WAN,,Active,Criciúma - UNESC,,,Algar
1913,cl-fw-dcq-tjsc-dionisio-cerq-01,,SD-WAN,,Active,Dionísio Cerqueira,,,mhnet
1912,cl-fw-dcs-tjsc-descanso-01,,SD-WAN,,Active,Descanso,,,mhnet
1917,cl-fw-fgo-tjsc-fraiburgo-01,,SD-WAN,,Active,Fraiburgo,,,Algar
2004,cl-fw-fln-tjsc-hub-a,,SD-WAN,,Active,CPD,Rack Telecom 01,9.0,Algar
2005,cl-fw-fln-tjsc-hub-b,,SD-WAN,,Active,CPD,Rack Telecom 02,17.0,Algar
106,cl-fw-fns-tjsc-acad-judicial-01,,SD-WAN,FG100ETK19007383,Active,Academia Judicial / UDB,,,Algar
1881,cl-fw-fns-tjsc-accr-01,,SD-WAN,,Active,ACCR,,,Algar
55,cl-fw-fns-tjsc-eduardo-luz,,SD-WAN,FG200ETK18914154,Active,Eduardo Luz,,,Algar
1915,cl-fw-fns-tjsc-estreito-01,,SD-WAN,,Active,Estreito,,,Algar
2841,cl-fw-fns-tjsc-exec-estadual-01,,SD-WAN,,Active,Executivo Estadual,,,TJSC
1954,cl-fw-fns-tjsc-norte-da-ilha-01,,SD-WAN,,Active,Norte da Ilha,,,Algar
1955,cl-fw-fns-tjsc-norte-da-ilha-ufsc-1,,SD-WAN,,Active,Norte da Ilha - UFSC,Norte-da-Ilha -UFSC-Bracket-01,4.0,Algar
2502,cl-fw-fns-tjsc-saldanha-marinho-01,,SD-WAN,,Offline,Unidade Saldanha Marinho - CPMA,,,Algar
1916,cl-fw-fqa-tjsc-forquilhinha-01,,SD-WAN,,Active,Forquilhinha,,,Algar
1921,cl-fw-gmm-tjsc-guaramirim-01,,SD-WAN,,Active,Guaramirim,,,Algar
1920,cl-fw-gpr-tjsc-gaspar-01,,SD-WAN,,Active,Gaspar,,,Algar
1918,cl-fw-grb-tjsc-garopaba-01,,SD-WAN,,Active,Garopaba,,,Algar
1919,cl-fw-grv-tjsc-garuva-01,,SD-WAN,,Active,Garuva,,,Algar
1922,cl-fw-hvd-tjsc-herval-oeste-01,,SD-WAN,,Active,Herval do Oeste,,,ALT
3413,cl-fw-hvd-tjsc-herval-oeste-02,,SD-WAN,,Active,Herval do Oeste,,,ALT
1932,cl-fw-iai-tjsc-Itajai-01,,SD-WAN,,Active,Itajaí,,,Algar
1933,cl-fw-iai-tjsc-itajai-forum-uni-01,,SD-WAN,,Active,Itajaí - Fórum Universitário,,,Algar
1928,cl-fw-idl-tjsc-indaial-01,,SD-WAN,,Active,Indaial,,,Algar
1934,cl-fw-iea-tjsc-itapema-01,,SD-WAN,,Active,Itapema,,,Algar
1923,cl-fw-iir-tjsc-ibirama-01,,SD-WAN,,Active,Ibirama,,,Algar
1931,cl-fw-ils-tjsc-itaiopolis-01,,SD-WAN,,Active,Itaiópolis,,,ALT
1926,cl-fw-ima-tjsc-imbituba-01,,SD-WAN,,Active,Imbituba - Primeira Vara,,,Algar
1927,cl-fw-ima-tjsc-imbituba-2v-01,,SD-WAN,,Active,Imbituba - Segunda Vara,,,Algar
1929,cl-fw-imk-tjsc-ipumirim-01,,SD-WAN,,Active,Ipumirim,,,mhnet
1935,cl-fw-ipx-tjsc-itapiranga-01,,SD-WAN,,Active,Itapiranga,,,mhnet
1925,cl-fw-iru-tjsc-imarui-01,,SD-WAN,,Active,Imaruí,,,ALT
1936,cl-fw-ith-tjsc-Itapoa-01,,SD-WAN,,Active,Itapoá,,,Unifique
3419,cl-fw-ith-tjsc-Itapoa-02,,SD-WAN,,Active,Itapoá,,,Unifique
1937,cl-fw-iup-tjsc-Ituporanga-01,,SD-WAN,,Active,Ituporanga,,,Unifique
3416,cl-fw-iup-tjsc-Ituporanga-02,,SD-WAN,,Active,Ituporanga,,,Unifique
1930,cl-fw-ixa-tjsc-ita-01,,SD-WAN,,Active,Itá,,,mhnet
1941,cl-fw-jca-tjsc-joacaba-01,,SD-WAN,,Active,Joaçaba,,,Algar
2036,cl-fw-jca-tjsc-joacaba-avanc-01,,SD-WAN,,Active,Joaçaba - Unidade Avançada,,,Algar
1939,cl-fw-jgs-tjsc-jaragua-sul-01,,SD-WAN,,Active,Jaraguá do Sul,,,Algar
1940,cl-fw-jgs-tjsc-jaragua-sul-avanc-01,,SD-WAN,,Active,Jaraguá do Sul - Unidade Avançada,,,Algar
1938,cl-fw-juu-tjsc-jaguaruna-01,,SD-WAN,,Active,Jaguaruna,,,ALT
1943,cl-fw-jve-tjsc-joinvile-forum-fz-01,,SD-WAN,,Active,Joinville - Fórum Fazendário,,,Algar
1942,cl-fw-jve-tjsc-joinville-01,,SD-WAN,,Active,Joinville,,,Algar
1907,cl-fw-kpo-tjsc-correia-pinto-01,,SD-WAN,,Active,Correia Pinto,,,mhnet
1945,cl-fw-lga-tjsc-laguna-01,,SD-WAN,,Active,Laguna,,,Algar
1944,cl-fw-lgs-tjsc-lages-01,,SD-WAN,,Active,Lages,,,Algar
2070,cl-fw-lgs-tjsc-lages-avanc-01,,SD-WAN,,Active,Lages - Unidade Avançada,,,Algar
1946,cl-fw-lml-tjsc-lauro-muller-01,,SD-WAN,,Active,Lauro Müller,,,Algar
1947,cl-fw-lng-tjsc-lebon-regis-01,,SD-WAN,,Active,Lebon Régis,,,ALT
1951,cl-fw-mdl-tjsc-modelo-01,,SD-WAN,,Active,Modelo,,,mhnet
1950,cl-fw-mei-tjsc-meleiro-01,,SD-WAN,,Active,Meleiro,,,ALT
1948,cl-fw-mfa-tjsc-mafra-01,,SD-WAN,,Active,Mafra,,,Algar
1952,cl-fw-moi-tjsc-mondai-01,,SD-WAN,,Active,Mondaí,,,mhnet
1949,cl-fw-mvh-tjsc-maravilha-01,,SD-WAN,,Active,Maravilha,,,mhnet
1953,cl-fw-nvg-tjsc-navegantes-01,,SD-WAN,,Active,Navegantes,,,Algar
1956,cl-fw-ols-tjsc-orleans-01,,SD-WAN,,Active,Orleans,,,Algar
1957,cl-fw-oto-tjsc-otacilio-costa-01,,SD-WAN,,Active,Otacílio Costa,,,Algar
1959,cl-fw-pac-tjsc-aririu-01,,SD-WAN,,Active,Aririú,,,Algar
1960,cl-fw-pac-tjsc-brejaru-01,,SD-WAN,,Active,Brejarú,,,Algar
1958,cl-fw-pac-tjsc-palhoca-01,,SD-WAN,,Active,Palhoça,,,Algar
1887,cl-fw-pcx-tjsc-balneario-pic-01,,SD-WAN,,Active,Balneário Piçarras,,,Algar
1967,cl-fw-pel-tjsc-porto-belo-01,,SD-WAN,,Active,Porto Belo,,,Algar
1963,cl-fw-pen-tjsc-penha-01,,SD-WAN,,Active,Penha,,,Algar
1969,cl-fw-peu-tjsc-pres-getulio-01,,SD-WAN,,Active,Presidente Getúlio,,,Algar
1961,cl-fw-pli-tjsc-palmitos-01,,SD-WAN,,Active,Palmitos,,,mhnet
1965,cl-fw-pod-tjsc-pomerode-01,,SD-WAN,,Active,Pomerode,,,Algar
1962,cl-fw-ppv-tjsc-papanduva-01,,SD-WAN,,Active,Papanduva,,,ALT
1966,cl-fw-psw-tjsc-ponteserrada-01,,SD-WAN,,Active,Ponte Serrada,,,mhnet
1968,cl-fw-pun-tjsc-PortoUniao-01,,SD-WAN,,Active,Porto União,,,Unifique
1964,cl-fw-pzo-tjsc-pinhalzinho-01,,SD-WAN,,Active,Pinhalzinho,,,mhnet
1970,cl-fw-qbo-tjsc-quilombo-01,,SD-WAN,,Active,Quilombo,,,mhnet
1971,cl-fw-rcp-tjsc-rio-do-campo-01,,SD-WAN,,Active,Rio do Campo,,,ALT
1974,cl-fw-rin-tjsc-rio-negrinho-01,,SD-WAN,,Active,Rio Negrinho,,,Algar
1975,cl-fw-rin-tjsc-rio-negrinho-nv-01,,SD-WAN,,Active,Rio Negrinho - Unidade Avançada,,,Algar
1972,cl-fw-rio-tjsc-rio-do-oeste-01,,SD-WAN,,Active,Rio do Oeste,,,Algar
1973,cl-fw-rsl-tjsc-rio-do-sul-forum-01,,SD-WAN,,Active,Rio do Sul,,,Algar
1989,cl-fw-sar-tjsc-seara-01,,SD-WAN,,Active,Seara,,,Algar
